goodreads_book_id,authors,original_publication_year,original_title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
22420,"Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart",2001.0,"Transmetropolitan, Vol. 5: Lonely City",4.4,153,242,1092,3134,6424
15762186,Kent Haruf,2013.0,Benediction,3.97,160,559,2551,5137,3814
300905,عباس معروفی,1989.0, سمفونی مردگان,4.08,173,321,1272,2584,3060
420739,Linda Howard,1995.0,After the Night,4.1,293,806,3342,6560,7641
6193923,Chelsea Cain,2009.0, Evil at Heart,4.03,125,468,2654,4832,4304
22635858,Cynthia Swanson,2015.0,The Bookseller,3.66,238,1007,3806,4831,2362
925367,"Anatoli Boukreev, G. Weston DeWalt",1997.0,The Climb: Tragic Ambitions on Everest,3.89,126,473,2672,4148,2873
15810910,Django Wexler,2013.0,The Thousand Names,4.04,147,424,2075,5316,3844
246546,Louisa May Alcott,1869.0,An Old-Fashioned Girl,4.05,236,700,3126,4944,6026
23714544,Jamie McGuire,2016.0,Beautiful Burn,4.11,258,678,2763,5384,6579
836606,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999.0,フルーツバスケット 2,4.34,96,382,2234,4568,8826
51364,Bart D. Ehrman,2005.0,Misquoting Jesus: The Story Behind Who Changed the Bible and Why,3.91,360,548,2307,4596,3431
33288638,Mariana Zapata,2016.0,Wait for It,4.22,510,614,2317,5784,9190
13658,Ursula K. Le Guin,2001.0,The Other Wind,4.06,97,467,2734,5203,4717
6497645,"Steve Berry, Scott Brick",2009.0,The Paris Vendetta,3.9,122,586,3329,5477,3581
22535533,Anthony Horowitz,2014.0,Moriarty,3.74,186,854,3323,4910,2537
82397,"William Shakespeare, Roma Gill, Robert          Jackson",1595.0,The tragedie of King Richard the second,3.76,261,1201,4043,4807,3812
774060,Johanna Lindsey,1991.0,Prisoner of my desire ,4.06,230,626,2921,4446,5759
80631,Greg Iles,2005.0,Blood Memory,4.09,81,370,2287,5148,4422
119239,"George Gordon Byron, Peter J. Manning, Susan J. Wolfson",1848.0,Selected Poems,4.05,132,505,2446,3845,4385
18089975,Laura Lippman,2014.0,After I'm Gone,3.61,278,946,4264,5106,2073
3925836,Jennifer Worth,2005.0,Shadows of the Workhouse: The Drama of Life in Postwar London,4.12,111,343,2380,5680,5018
47780,"Anna Gavalda, Alison Anderson",2004.0,"Ensemble, c'est tout",4.1,194,609,2182,4618,5279
762462,"Peter Lynch, John Rothchild",1988.0,One Up On Wall Street : How To Use What You Already Know To Make Money In The Market,4.12,161,390,2020,4103,4590
422452,Iain M. Banks,1993.0,Against a Dark Background,4.09,104,422,2267,4877,4525
7897620,Fannie Flagg,2010.0,I Still Dream About You,3.55,377,1490,4815,4671,2618
2677,Jonathan Swift,1729.0,A Modest Proposal and Other Satirical Works,4.04,141,514,2764,4782,4787
60551,Alan W. Watts,1966.0,The Book on the Taboo Against Knowing Who You Are,4.28,109,340,1416,3335,5387
85679,"Bertolt Brecht, David Hare",1941.0,Mutter Courage und ihre Kinder,3.66,392,1260,3369,4096,2969
10357792,Jeaniene Frost,2014.0,Up From the Grave ,4.28,145,563,2979,7543,10805
1210754,Jessica Day George,2008.0,"Sun and Moon, Ice and Snow",3.97,221,902,4165,6556,6083
17570538,Brent Weeks,2016.0,The Blood Mirror,4.29,63,274,1678,5333,6437
7203669,Nic Pizzolatto,2004.0,Galveston,3.72,187,699,2813,4192,1980
12065943,"Mac Barnett, Jon Klassen",2012.0,,4.07,342,732,2174,3913,5550
10306358,Justin Torres,2011.0,We the Animals,3.61,440,1248,3282,4292,2486
2067,Daniel C. Dennett,2006.0,Breaking the Spell: Religion as a Natural Phenomenon,3.89,312,573,2006,3457,3018
765427,"Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell",1590.0,The Faerie Queene,3.55,623,1643,4245,4017,3233
8142508,Francine Rivers,2010.0,Her Daughter's Dream,4.34,67,269,1426,3808,6225
15752757,Kristen Ashley,2013.0,,4.46,171,428,2010,6039,13439
17225311,Alissa Nutting,2013.0,Tampa,3.34,806,1639,4018,4130,1632
25148,Arthur Nersesian,1997.0,The Fuck-Up,3.56,381,1048,2863,2845,2027
105744,Steve Alten,1997.0,MEG: A Novel of Deep Terror,3.76,370,1005,2996,3695,3353
289695,Frank Beddor,2007.0,Seeing Redd,3.85,230,1020,4157,5798,4506
126583,John O'Hara,1933.0,Appointment in Samarra,3.83,279,802,2811,4251,3277
833550,"Janet Ahlberg, Allan Ahlberg",1978.0,Each Peach Pear Plum,4.24,161,479,2196,3564,6748
17255186,"Gene Kim, Kevin Behr, George Spafford",2013.0,,4.24,73,292,1493,4354,5025
17287009,Brandon Stanton,2013.0,,4.5,93,183,1102,3348,8139
10508526,"Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket",2011.0,,3.91,543,996,2969,3477,5349
47304,"Erin Gruwell, Zlata Filipović, The Freedom Writers",1999.0,The Freedom Writers Diary: How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them,4.09,175,564,2238,4124,4977
2120783,Fareed Zakaria,2008.0,The Post-American World 2.0,3.86,159,516,2529,4598,2590
1823,Jon Ronson,2001.0,Them: Adventures with Extremists,3.94,71,394,2648,5284,2965
15161,"Susanna Clarke, Charles Vess",2006.0,The Ladies of Grace Adieu and Other Stories,3.85,197,783,3620,5768,3669
8281069,Dinah Bucholz,2010.0,,4.1,304,650,2114,2578,5465
22609522,Bill Browder,2014.0,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",4.39,117,239,1213,4157,6967
621,David Bach,2003.0,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,3.9,211,664,2680,3567,3554
9415951,Cat Patrick,2011.0,Forgotten,3.79,385,1420,4329,5718,4829
13153693,Jill Leovy,2015.0,Ghettoside: A True Story of Murder in America,4.12,114,383,1674,4345,4032
227570,"Terry Jones, Brian Froud",1994.0,Lady Cottington's Pressed Fairy Book,3.99,379,761,2556,3442,5134
18404248,Chevy Stevens,2014.0,That Night,3.92,217,755,2804,5259,3920
1331653,Paul Torday,2006.0,Salmon Fishing in the Yemen,3.51,285,1086,3823,4102,1523
392563,Alex  Ross,2007.0,The Rest Is Noise: Listening to the Twentieth Century,4.08,381,497,1471,3236,4422
10801027,Katie Klein,2011.0,Cross My Heart,3.92,350,984,4229,6607,5794
9403947,Trish Doller,2012.0,Something Like Normal,3.81,415,1124,4073,5517,4640
18213403,Glenn Greenwald,2014.0,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",4.08,170,381,1772,4188,3853
40293,Orson Scott Card,1996.0,Pastwatch: The Redemption of Christopher Columbus,3.96,239,685,2667,4578,4291
32529,Lisa Gardner,2001.0,The Next Accident,4.16,49,231,2323,5612,5113
46292,Hafez,1380.0,دیوان‎‎ [Dīvān],4.63,89,116,384,872,4862
98250,John L. Parker Jr.,1978.0,Once a Runner,4.05,225,535,1841,3079,4124
8879121,Ben Hatke,2011.0,Zita the Spacegirl,4.04,307,615,2055,3433,4634
32812,"Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds",1320.0,Paradiso,3.94,268,934,2867,3699,4802
72148,William  Boyd,2006.0,Restless,3.84,128,532,2862,5202,2504
633270,Nancy Farmer,1994.0,"The Ear, the Eye, and the Arm",3.85,396,875,3068,4762,4006
11784281,"Amy Lichtenhan, A.L. Jackson",2011.0,Pulled,4.06,399,1040,3794,8052,8337
125542,R.L. Stine,1992.0,Stay Out of the Basement,3.64,374,1515,4185,3063,3708
28240855,Kathryn Croft,2016.0,,3.89,330,745,2584,4405,3793
18071296,Belle Aurora,2013.0,Willing Captive,4.11,483,859,2974,6428,8174
125540,R.L. Stine,1994.0,One Day at Horrorland,3.87,284,1058,3275,3194,4622
6055063,David Lebovitz,2009.0,The Sweet Life in Paris: A Recipe for Living in the World's Most Delicious City,3.85,153,539,3032,4441,2931
17331828,Julie Kagawa,2014.0,Talon,3.77,630,1502,4386,6045,5137
24473763,Grace Draven,2014.0,Radiance,4.12,232,667,2692,5869,6704
12878667,Mark Haddon,2012.0,The Red House,2.93,1307,2821,4739,2827,849
116356,"Larry Niven, Jerry Pournelle",1985.0,Footfall,3.89,153,653,3045,4831,3520
7818881,Heather Brewer,2010.0,Twelfth Grade Kills,4.36,179,422,1758,3420,8066
149621,Alistair MacLean,1963.0,Ice Station Zebra,3.95,83,522,3386,5182,4001
4059448,Ronald C. White Jr.,2009.0,A. Lincoln: A Biography,4.22,136,303,1372,3019,4439
58033,"William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser",1982.0,"Four Great Tragedies: Hamlet, Othello, King Lear, Macbeth (Signet Classics)",4.41,148,238,1383,3557,7530
373606,Susan Elizabeth Phillips,2004.0,Ain't She Sweet?,4.05,212,784,3617,6482,6748
21795430,Jodi Ellen Malpas,2014.0,,4.14,376,900,3265,6713,8970
1931915,Neal Shusterman,2010.0,Bruiser,4.04,203,563,2522,5054,4819
331701,Jon J. Muth,2003.0,Stone Soup,4.15,113,461,2574,4133,5722
61915,Lois McMaster Bujold,1987.0,Falling Free,3.82,218,704,3921,5418,3551
21873331,Gayle Forman,2014.0,,4.24,136,312,1245,2462,4273
93808,Jeffery Deaver,2006.0,The Cold Moon,4.05,91,341,2733,5642,4285
9865,Salman Rushdie,1995.0,The Moor's Last Sigh,3.92,147,583,2410,4406,3185
8584913,Gayle Tzemach Lemmon,2011.0,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",3.69,210,973,3754,4680,2587
45760,David Foster Wallace,1988.0,Girl with Curious Hair,3.89,113,483,2418,4399,2592
39664,Stephen King,1982.0,The Shawshank Redemption,4.52,16,115,1003,3776,7972
8570787,A.J. Jacobs,2012.0,,3.75,156,702,3501,5068,2447
121792,Bill Watterson,1991.0,The Revenge of the Baby-Sat: A Calvin and Hobbes Collection,4.71,12,40,570,2428,9896
162823,Arthur Conan Doyle,1927.0,The Case-Book of Sherlock Holmes,4.2,58,320,2549,5378,6308
2508164,Tonya Hurley,2008.0,Ghostgirl,3.28,1354,2476,4723,3580,2950
18143968,"Mary Higgins Clark, Alafair Burke",2014.0,I've Got You Under My Skin,3.75,261,936,3344,4358,2972
2147714,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",2008.0,"Fables, Volume 10: The Good Prince",4.37,92,200,1541,4658,7249
1268348,Barbara Delinsky,2008.0,The Secret Between Us,3.71,197,944,3968,4839,2726
981161,"Larry Bond, Patrick Larkin",1989.0,Red Phoenix,3.98,125,455,2591,4160,3630
6678884,Linwood Barclay,2010.0,Never Look Away,3.99,150,469,2683,5523,3911
2983562,Dean Koontz,2008.0,Your Heart Belongs to Me,3.34,750,2150,4712,3766,2252
32428,"Leigh Nichols, Dean Koontz",1987.0,Shadow Fires,3.77,182,789,3662,3917,3113
891593,Naomi Novik,2008.0,"Victory of Eagles (Temeraire, #5)",4.01,55,467,3136,6411,4370
300044,Malorie Blackman,2003.0,"Knife Edge (Noughts and Crosses, #2)",4.06,84,450,2511,4896,4455
15818164,"James Rollins, Rebecca Cantrell",2013.0,The Blood Gospel: The Order of the Sanguines Series,3.97,316,695,2489,4636,4473
18110808,Tijan,2013.0,,4.47,96,274,1570,5123,10915
109520,Josh Kilmer-Purcell,2006.0,I Am Not Myself These Days,3.96,179,581,2394,3873,3634
9757266,Lauren Barnholdt,2011.0,,3.85,287,960,3113,3698,4098
13030356,Kathy Reichs,2012.0,Bones Are Forever,3.86,127,736,4053,6127,3886
8087,Robin McKinley,1993.0,Deerskin,3.88,620,1328,3806,5810,6164
4339,Michael Herr,1977.0,Dispatches,4.24,141,341,1629,3982,5506
8755555,"Henning Mankell, Laurie Thompson",2009.0,Handen,3.98,124,479,2431,5189,3498
292740,Lorenzo Carcaterra,1995.0,Sleepers,4.18,73,304,1775,4088,4532
2474084,"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin",1936.0,Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit,4.05,335,604,1853,2744,4541
43357,Mary Higgins Clark,1997.0,Pretend You Don't See Her,3.86,88,606,4256,5511,3725
6922622,"Sarah Palin, Lynn Vincent, Dewey Whetsell",2009.0,Going Rogue: An American Life,3.28,1618,1188,2747,2901,2243
402017,"Anne Byrn, Anthony Loew",1999.0,The Cake Mix Doctor,3.95,308,653,2092,2793,3884
6457229,Rick Yancey,2009.0,The Monstrumologist,3.89,526,1115,2999,4951,5143
86524,Robert A. Caro,1982.0,The Path to Power,4.42,227,258,957,2925,6958
24903919,Patricia Cornwell,2015.0,Depraved Heart,3.58,532,1372,3392,3579,2822
116236,Forrest Carter,1976.0,The Education of Little Tree,4.09,238,558,2048,4096,5001
6344423,Gena Showalter,2009.0,Intertwined,3.87,597,1296,3781,5574,5893
46182,Richard Brautigan,1968.0,In Watermelon Sugar,4.02,236,549,1865,3317,3916
13580846,"Ali Novak, Fallzswimmer",2012.0,My Life with the Walter Boys,3.93,385,1002,3293,4963,5408
71869,John Marsden,1997.0,Burning For Revenge,4.18,44,284,2175,5207,5203
7967299,Crissy Calhoun,2010.0,Love You to Death: The Unofficial Companion to The Vampire Diaries,4.38,262,289,1000,1381,5552
18906484,Liane Moriarty,2013.0,,3.99,86,288,1804,3726,2521
9182478,Myra McEntire,2011.0,Hourglass,3.8,622,1449,4501,6245,5620
760025,"Al Ries, Jack Trout",1980.0,Positioning: The Battle for Your Mind,4.06,205,448,1901,3410,4038
7831145,Nalini Singh,2010.0,,4.28,68,392,2801,7150,9240
12063467,Laurann Dohner,2011.0,,4.18,325,799,2983,6541,9165
39916,David B.,2002.0,,3.9,275,840,2448,3571,3821
2437710,Tracy Letts,2008.0,August: Osage County,4.2,221,486,1693,3838,5657
10090,Tad Williams,1999.0,Mountain of Black Glass,4.04,124,531,2480,4750,4399
10161216,Susan Elia MacNeal,2012.0,,3.66,322,1125,4374,6007,2674
24929,"Gregory Maguire, Douglas Smith",2001.0,Lost,2.8,1749,3377,4518,2237,1056
239239,Christopher Priest,1995.0,The Prestige,3.87,180,760,3362,5815,3689
1503274,Donald McCaig,2007.0,Rhett Butler's People,3.7,727,1375,3588,4402,4189
72003,Tony Kushner,1993.0,Angels in America:  A Gay Fantasia on National Themes,4.29,226,390,1416,3190,6163
5942,Michael Ondaatje,2000.0,Anil's Ghost,3.54,338,1340,4228,4590,2109
268559,Dean Koontz,1993.0,Winter Moon,3.8,195,863,4160,4680,3796
20603820,Kristen Ashley,2014.0,The Will,4.3,437,762,2517,6618,12013
20706320,"Chris Colfer, Brandon Dorman",2014.0,A Grimm Warning,4.54,87,182,1153,3749,10008
21483760,Scott  Meyer,2014.0,,4.01,72,357,2460,5288,3557
12583975,Melody Anne,2011.0,The Billionaire Wins the Game,3.93,447,1078,3968,5899,6193
10378106,Maya Banks,2011.0,Never Love a Highlander,4.25,129,475,2781,6587,8805
4099,"Andrew Hunt, Dave Thomas",1999.0,The Pragmatic Programmer: From Journeyman to Master,4.31,67,229,1218,3841,5111
1421046,Dee Lestari,2004.0,Supernova: Petir,3.85,88,444,2028,2799,2078
25877663,James S.A. Corey,2016.0,Babylon's Ashes,4.18,57,314,1941,5978,5160
15762975,Katee Robert,2012.0,"Wrong Bed, Right Guy",3.77,370,1231,5256,7087,4531
24724,"T.C. Boyle, Richard Poe",2003.0,Drop City,3.83,158,617,2465,4226,2516
3710603,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",2008.0,Y: The Last Man - The Deluxe Edition Book One,4.36,78,238,1188,3807,5993
29486,Diablo Cody,2005.0,Candy Girl,3.54,291,1196,3796,3812,1967
3491072,أنيس منصور,1963.0,حول العالم في 200 يوم,4.08,186,442,1628,3077,3797
24396884,"James Patterson, Michael Ledwidge",2015.0,Alert,3.93,197,603,2562,4422,3594
16114862,Madeline Sheehan,2013.0,,4.31,191,479,2617,6546,10544
18310201,Peter Heller,2014.0,The Painter,3.76,330,779,2455,4005,2576
975119,Steven Spielberg,1977.0,Close Encounters of the Third Kind,4.09,153,467,2096,3422,4488
43780,"Anne Rice, Robert O'Keefe, F. Murray Abraham, Michael York, Kate Nelligan, David Purdham",1989.0,The Vampire Chronicles,4.25,201,382,1559,3320,5779
846066,"Stan Berenstain, Jan Berenstain",1985.0,,4.15,163,509,2542,3180,5934
12710035,Olivia Cunning,2013.0,Hot Ticket,4.28,139,510,3031,7867,10650
94299,Iris Johansen,2000.0,The Search,4.14,51,300,2514,4986,5026
2002,J.K. Rowling,2001.0,,4.4,106,304,1548,2595,7179
395220,Audre Lorde,1982.0,Zami: A New Spelling of My Name,4.2,218,347,1384,3101,4660
13226173,"Cassandra Clare, Hye-Kyung Baek",2012.0,,4.21,416,505,1677,3042,6427
1376220,Tere Liye,2005.0,Hafalan Shalat Delisa,4.2,104,256,1281,2539,3711
16061295,Darynda Jones,2014.0,Sixth Grave on the Edge,4.38,86,238,2105,6977,10481
17465470,John Flanagan,2013.0,"The Royal Ranger (Ranger's Apprentice, #12)",4.4,131,333,1527,4264,8455
10364994,Amy Waldman,2011.0,The Submission,3.66,293,969,3149,4592,2166
25790,"Alan Lee, Ian McKellen",2005.0,The Lord of the Rings Sketchbook,4.26,268,357,1245,2123,5158
7234828,Jenna Black,2010.0,Glimmerglass,3.76,701,1629,4846,6322,5623
6987558,"James Patterson, Howard Roughan",2010.0,Don't Blink,3.79,196,780,3685,4806,3160
320700,"Stephen Jones, H.P. Lovecraft, Kim Newman, Brian Mooney, Nicholas Royle, David Langford, Michael Marshall Smith, Brian Lumley, Neil Gaiman, Basil Copper, Jack Yeovil, Guy N. Smith, Adrian Cole, D.F. Lewis, Ramsey Campbell, David Sutton, Peter Tremayne",1994.0,The Shadows Over Innsmouth,4.43,33,135,1150,3328,6081
55018,James Lee Burke,2007.0,The Tin Roof Blowdown,4.17,111,323,1786,4363,4694
6389257,Nick Cave,2009.0,The Death of Bunny Munro,3.43,533,1336,3622,3654,1713
348564,"Jeff Brown, Scott Nash, Macky Pamintuan",1964.0,Flat Stanley,3.82,363,987,3247,3367,4175
8070049,Julie Kagawa,2010.0,"Winter's Passage (Iron Fey, #1.5)",3.96,177,1154,5547,7100,7530
734542,Donald Crews,1978.0,Freight Train (Caldecott Collection),4.04,243,844,2931,3781,5923
23719479,Kate Clifford Larson,2015.0,Rosemary: The Hidden Kennedy Daughter,3.78,260,670,3576,5371,2858
9592213,Jennifer Haigh,2011.0,Faith,3.83,163,556,2972,5577,2598
38529,Lynsay Sands,2007.0,Bite Me If You Can,4.27,83,408,2739,5965,8537
12458287,Kristen Ashley,2011.0,,4.46,364,488,1592,4680,12931
237114,Mary Higgins Clark,1996.0,Moonlight Becomes You,3.8,80,701,4518,5226,3420
65070,Ann M. Martin,2002.0,A Corner of the Universe,4.06,167,537,2563,4324,4893
177515,Alice Hoffman,2005.0,The Ice Queen,3.51,398,1632,4885,4864,2362
473623,Enid Blyton,1946.0,The Folk of Faraway Tree,4.32,158,293,1766,3478,6883
24189224,Garth Risk Hallberg,2015.0,City on Fire,3.42,624,1468,3045,3318,1869
896623,Kathleen E. Woodiwiss,1972.0,The Flame and the Flower,4.09,383,674,2424,4263,6160
13809,Raymond E. Feist,2004.0,Exile's Return,4.0,58,430,2815,4625,3816
7199667,Jessica Day George,2010.0,Princess of Glass,4.03,145,694,3966,6525,6399
2350129,The Church of Jesus Christ of Latter-day Saints,2004.0,Preach My Gospel (A Guide to Missionary Service),4.71,105,83,463,1365,8178
13316328,Jasper Fforde,2010.0,The Last Dragonslayer,3.86,213,722,3942,7092,3812
355190,Edward Said,1978.0,Orientalism,4.07,199,527,1925,4683,4457
450836,Gerald N. Lund,1991.0,"The Work and the Glory, Vol. 2: Like a Fire Burning",4.27,37,235,1582,4051,5112
227492,Eric Jerome Dickey,1997.0,Friends and Lovers,4.21,45,258,1645,2977,4182
807968,Georgia Byng,2002.0,Molly Moon's Incredible Book of Hypnotism,3.87,539,1179,4178,5613,5896
144773,Matthew Reilly,1996.0,Contest,3.95,163,660,2653,3894,3875
4261,Nick Hornby,2003.0,31 Songs,3.56,363,1032,3811,3744,2135
32987,Tom Brokaw,1998.0,The Greatest Generation,3.99,183,643,2922,5208,4599
581125,Philip K. Dick,1956.0,The Minority Report,3.82,60,535,3945,6078,2790
74270,Lynn Flewelling,1996.0,Luck in the Shadows,4.08,257,636,2589,5368,5856
1258121,Jacqueline Davies,2007.0,The Lemonade War,3.88,236,665,2841,3998,3545
948526,"Mary Pope Osborne, Salvatore Murdocca",1993.0,"The Knight at Dawn (Magic Tree House, #2)",3.86,275,989,3968,3995,4857
17181905,H.M. Ward,2013.0,,4.02,413,792,3023,5933,6236
4566934,Ilana Tan,2008.0,Winter in Tokyo,4.06,102,416,1879,2987,3597
17348985,John Searles,2013.0,,3.6,310,1091,3794,4524,2127
13620,"Tsugumi Ohba, Takeshi Obata",2005.0,デスノート #6 (Desu Nōto) Kōkan (交換),4.39,62,285,1840,4778,8699
7736086,"Rick Riordan, Robert Venditti, José Villarrubia, Attila Futaki",2010.0,The Lightning Thief: The Graphic Novel,3.95,407,1087,3007,3500,5669
13230263,"Clint Hill, Lisa McCubbin",2012.0,,4.14,91,375,1715,3798,4184
57736,W.P. Kinsella,1982.0,Shoeless Joe,3.96,280,545,2316,4116,3796
241387,Charles Martin,2006.0,When Crickets Cry,4.23,139,377,1614,3873,5361
21913812,Naomi Klein,2014.0,This Changes Everything: Capitalism vs. The Climate,4.17,245,352,1374,3586,4480
10439703,Richard Kadrey,2011.0,Aloha from Hell,4.01,48,408,2825,5639,3850
18781540,Aurora Rose Reynolds,2014.0,,4.3,196,500,2927,8318,11494
122781,Peter Jenkins,1979.0,A Walk Across America,4.02,150,433,1974,3474,3527
13649056,Olivia Cunning,2012.0,Try Me,3.87,391,1356,5670,8147,6735
105687,Michael Patrick MacDonald,1999.0,All Souls: A Family Story from Southie,4.07,82,320,1815,3813,3372
15561,Terry Brooks,1987.0,Wizard at Large ,3.81,86,835,4260,4984,3522
467032,"William March, Elaine Showalter",1954.0,The Bad Seed ,4.05,140,441,2471,4077,4398
16279715,Kim Karr,2013.0,Connected,4.11,480,891,3004,6803,8398
9553503,L.A. Weatherly,2011.0,Angel Fire,4.06,310,813,2913,4553,6320
10870589,Ira Wagler,2011.0,Growing up Amish,3.36,445,1506,3887,2773,1676
17504320,Toni Aleo,2011.0,,3.95,924,1219,3488,6290,7640
22857396,J.  Daniels,2014.0,Sweet Addiction,4.11,346,794,2768,6401,7304
13170021,Steve Sheinkin,2012.0,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,4.12,346,506,1678,3946,5099
4364,Suketu Mehta,2004.0,Maximum City: Bombay Lost and Found,3.91,126,428,1931,3523,2409
831470,Bob Grant,1941.0,,4.22,157,543,2331,2613,6645
10105,Carolly Erickson,1980.0,The Last Wife of Henry VIII,3.88,155,569,2798,4014,3148
132314,Edgar Allan Poe,1849.0,The Complete Tales and Poems of Edgar Allan Poe,4.48,47,146,1030,3493,7153
8286216,"Douglas Preston, Lincoln Child",2011.0,Gideon's Sword,3.58,439,1281,4071,4598,2528
31300,Agatha Christie,1964.0,A Caribbean Mystery,3.77,119,899,5710,6728,3915
59882,Danielle Steel,1994.0,,3.93,172,638,2865,3570,3878
17707603,"Brian Kilmeade, Don Yaeger",2013.0,,3.77,238,762,2950,4138,2693
43841,Sharon Kay Penman,1994.0,When Christ and His Saints Slept,4.27,143,274,1528,4067,5612
533675,"Eugene Bradley Coco, Ron Dias",1992.0,Pinocchio (A Little Golden Book),4.33,130,358,1704,2158,6277
13573419,Peter F. Hamilton,2012.0,Great North Road,4.06,124,433,1948,4647,3810
15768536,Christine Zolendz,2012.0,,4.03,514,1088,3565,7451,7929
5697,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1896.0,,4.47,59,155,911,2667,5946
900070,"Stan Berenstain, Jan Berenstain",1978.0,,4.28,168,412,2509,3251,7851
502406,H.A. Rey,1947.0,Curious George Takes a Job,4.28,143,387,2150,2939,6859
106859,"Jeph Loeb, Tim Sale, Bjarne Hansen",2001.0,Superman for All Seasons,4.08,153,492,2130,3600,4417
22995,"Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco",1945.0,La casa de Bernarda Alba,3.77,248,942,3391,4274,3215
9065265,Sherrilyn Kenyon,2011.0,Retribution,4.12,198,822,3375,5841,7786
23960,Irvine Welsh,2001.0,Glue,3.84,241,623,2605,3778,2906
17449197,A.G. Howard,2014.0,Unhinged,4.25,152,545,2418,5404,8227
18161265,Cecelia Ahern,2014.0,How to Fall in Love,4.02,191,598,2694,4856,4687
129618,Judith McNaught,1994.0,Until You,4.12,132,636,2941,5681,6560
62479,R.A. Salvatore,2000.0,,4.15,47,333,2048,3744,4403
132152,"Lettie B. Cowman, James Reimann",1904.0,Streams in the Desert,4.39,104,234,1143,2249,5605
7614747,Jennifer Estep,2010.0,,4.16,166,514,3150,7276,7770
13568619,"Cassandra Clare, Joshua Lewis",2013.0,The Shadowhunter's Codex,4.06,232,895,3887,6056,7450
121809,Chris Heimerdinger,1989.0,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",4.01,411,574,2693,4514,5148
477338,Laurie Faria Stolarz,2003.0,Blue Is for Nightmares,3.81,589,1396,3975,4919,5394
5417,Stephen King,1983.0,Three Complete Novels: Carrie/Salem's Lot/The Shining,4.52,82,134,970,2715,7281
1541884,Kelley Armstrong,2008.0,Personal Demon,4.06,109,616,3838,7043,6563
9329354,Brandon Sanderson,2011.0,"The Way of Kings, Part 1",4.67,40,93,408,2078,7498
6517407,Richard Paul Evans,2009.0,The Christmas List,4.17,99,363,1903,3669,4729
7252,"Jenna Jameson, Neil Strauss",2004.0,How to Make Love Like a Porn Star: A Cautionary Tale,3.75,222,913,2881,3398,2787
85321,Brad Meltzer,1997.0,The Tenth Justice,3.97,175,476,2326,4304,3487
17333237,Anita Shreve,2013.0,,3.41,309,1407,4779,4118,1403
7261549,Derek Landy,2010.0,Dark Days,4.45,43,143,1284,4148,7645
228198,Stephen King,1996.0,"The Green Mile, Part 3: Coffey's Hands",4.5,30,146,1142,3464,7916
111306,Jacquelyn Frank,2006.0,Jacob,4.02,490,983,3422,6187,7274
50750,Katie MacAlister,2004.0,,4.01,320,902,3678,6410,6705
17192373,Rachel Joyce,2013.0,Perfect,3.54,352,1197,3535,3976,1912
615233,Norman Bridwell,1966.0,Clifford's Halloween (Clifford),4.14,189,539,2325,2587,5577
531197,"Philip Pullman, John Lawrence",2003.0,Lyra's Oxford,3.52,201,1473,5897,4756,2357
8803932,Rachel Vincent,2011.0,"If I Die (Soul Screamers, #5)",4.32,216,420,1890,4240,8044
14781219,"James Patterson, Mark T. Sullivan",2013.0,Private Berlin,3.9,168,578,3137,5035,3514
227590,Lisa Gardner,1999.0,The Other Daughter,3.99,99,521,2979,5402,4181
765193,"Mary Hoffman, Caroline Binch",1991.0,Amazing Grace,4.33,90,291,1541,3111,6031
110692,"David Eddings, Leigh Eddings",2000.0,The Redemption of Althalus,3.82,583,1181,2823,3858,4536
44543,Emma Donoghue,2000.0,Slammerkin,3.69,327,1063,3484,4836,2773
60220,Rachel Gibson,1998.0,Simply Irresistible,3.86,429,981,4618,7173,5252
11235783,Julie James,2012.0,About That Night,4.07,105,605,3830,8177,6642
1087205,Bisco Hatori,2004.0,桜蘭高校ホスト部 3,4.44,92,209,1445,3337,7830
